user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
ERR4303197bin.62	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__Onthoplasma faecigallinarum	GCA_018715225.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__Onthoplasma faecigallinarum	98.09	0.884	GCA_018715225.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__Onthoplasma faecigallinarum	98.09	0.884	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Onthoplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944384465.1, s__Onthoplasma sp944384465, 95.0, 87.05, 0.359	74.03	11	N/A	N/A
ERR4303197bin.71	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium excrementigallinarum	GCA_018714485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium excrementigallinarum	98.06	0.882	GCA_018714485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__Alloclostridium excrementigallinarum	98.06	0.882	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA3700;g__Alloclostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944380295.1, s__Alloclostridium sp944380295, 95.0, 82.64, 0.171	84.17	11	N/A	N/A
ERR4303198bin.16	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__RUG13868;s__RUG13868 sp944372425	GCA_944372425.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__RUG13868;s__RUG13868 sp944372425	98.31	0.759	GCA_944372425.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__RUG13868;s__RUG13868 sp944372425	98.31	0.759	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__RUG13868;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963931185.1, s__RUG13868 sp944332205, 95.0, 89.99, 0.491; GCA_949291455.1, s__RUG13868 sp949291455, 95.0, 92.25, 0.523	80.72	11	N/A	N/A
ERR4303198bin.17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes faecigallinarum	GCA_019115605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes faecigallinarum	98.91	0.901	GCA_019115605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes faecigallinarum	98.91	0.901	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019119845.1, s__Alistipes merdavium, 95.0, 83.41, 0.182; GCF_006542685.1, s__Alistipes dispar, 95.0, 84.18, 0.245; GCA_019115075.1, s__Alistipes avistercoris, 95.0, 84.87, 0.209; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 93.91, 0.843; GCA_019118605.1, s__Alistipes faecavium, 95.0, 82.9, 0.151; GCF_022782405.1, s__Alistipes sp022782405, 95.0, 90.8, 0.654; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 83.97, 0.189	96.41	11	N/A	N/A
ERR4303198bin.23	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__Pelethousia gallinarum	GCA_018711995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__Pelethousia gallinarum	98.63	0.767	GCA_018711995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__Pelethousia gallinarum	98.63	0.767	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900542615.1, s__Pelethousia sp900542615, 95.0, 93.89, 0.638	90.04	11	N/A	N/A
ERR4303198bin.28	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__Fimimorpha faecalis	GCA_018712075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__Fimimorpha faecalis	98.96	0.874	GCA_018712075.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__Fimimorpha faecalis	98.96	0.874	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900045905.1, s__Fimimorpha sp900045905, 95.0, 89.2, 0.52	91.74	11	N/A	N/A
ERR4303198bin.48	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CALUVN01;s__CALUVN01 sp944323595	GCA_963931255.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CALUVN01;s__CALUVN01 sp944323595	98.55	0.876	GCA_963931255.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CALUVN01;s__CALUVN01 sp944323595	98.55	0.876	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CALUVN01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944324235.1, s__CALUVN01 sp944324235, 95.0, 84.92, 0.252; GCA_944322945.1, s__CALUVN01 sp944322945, 95.0, 85.27, 0.185; GCA_944324135.1, s__CALUVN01 sp944324135, 95.0, 82.32, 0.165	83.25	11	N/A	N/A
ERR4303198bin.53	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides faecigallinarum	GCA_017695015.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides faecigallinarum	98.54	0.818	GCA_017695015.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides faecigallinarum	98.54	0.818	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.64	11	N/A	N/A
ERR4303198bin.62	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimousia;s__Fimousia stercorigallinarum	GCA_018715775.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimousia;s__Fimousia stercorigallinarum	98.72	0.887	GCA_018715775.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimousia;s__Fimousia stercorigallinarum	98.72	0.887	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.32	11	N/A	N/A
ERR4303198bin.74	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	44.15	11	0.82959	N/A
ERR4303198bin.77	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	GCF_000512915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	97.66	0.888	GCF_000512915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	97.66	0.888	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019115485.1, s__Barnesiella excrementavium, 95.0, 92.43, 0.733; GCA_902471075.1, s__Barnesiella sp902471075, 95.17, 86.14, 0.369; GCA_019116365.1, s__Barnesiella merdipullorum, 95.0, 84.99, 0.374; GCA_019119115.1, s__Barnesiella merdigallinarum, 95.0, 85.61, 0.377; GCA_949298955.1, s__Barnesiella sp949298955, 95.0, 83.49, 0.229	98.52	11	N/A	N/A
ERR4303198bin.87	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UBA644;g__CALXAO01;s__CALXAO01 sp944386295	GCA_944386295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UBA644;g__CALXAO01;s__CALXAO01 sp944386295	99.69	0.857	GCA_944386295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UBA644;g__CALXAO01;s__CALXAO01 sp944386295	99.69	0.857	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UBA644;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.55	11	N/A	N/A
ERR4303198bin.91	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp944388765	GCA_944388765.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp944388765	96.24	0.768	GCA_944388765.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp944388765	96.24	0.768	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944392635.1, s__CAG-269 sp944392635, 95.0, 85.84, 0.177	89.58	11	N/A	N/A
ERR4303199bin.13	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas catena	GCF_045063725.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas catena	98.54	0.866	GCF_045063725.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas catena	98.54	0.866	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_904393575.1, s__Sellimonas sp904393575, 95.0, 84.29, 0.197; GCA_963559135.1, s__Sellimonas sp963559135, 95.0, 89.07, 0.573	92.61	11	N/A	N/A
ERR4303199bin.26	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__Avimicrobium caecorum	GCA_904394705.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__Avimicrobium caecorum	98.05	0.925	GCA_904394705.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__Avimicrobium caecorum	98.05	0.925	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Avimicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934845495.1, s__Avimicrobium sp934845495, 95.0, 87.92, 0.31	93.09	11	N/A	N/A
ERR4303199bin.55	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__Fimimorpha excrementavium	GCA_018710785.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__Fimimorpha excrementavium	98.81	0.835	GCA_018710785.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__Fimimorpha excrementavium	98.81	0.835	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	71.04	11	N/A	N/A
ERR4303199bin.8	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Claveliimonas;s__Claveliimonas stercoravium	GCA_019117345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Claveliimonas;s__Claveliimonas stercoravium	98.5	0.892	GCA_019117345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Claveliimonas;s__Claveliimonas stercoravium	98.5	0.892	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Claveliimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019115145.1, s__Claveliimonas intestinigallinarum, 95.0, 89.44, 0.544; GCA_964652805.1, s__Claveliimonas sp964652805, 95.0, 86.73, 0.352; GCF_014982975.1, s__Claveliimonas monacensis, 95.0, 90.84, 0.487	88.24	11	N/A	N/A
ERR4303200bin.10	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp944372445	GCA_944372445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp944372445	97.22	0.83	GCA_944372445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp944372445	97.22	0.83	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018715545.1, s__Caccovivens faecavium, 95.0, 89.83, 0.437	70.74	11	N/A	N/A
ERR4303200bin.30	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__RUG11462 sp946493765	GCA_946493765.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__RUG11462 sp946493765	100.0	1.0	GCA_946493765.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__RUG11462 sp946493765	100.0	1.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.03	11	N/A	N/A
ERR4303201bin.14	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens merdigallinarum	GCA_018713105.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens merdigallinarum	98.56	0.847	GCA_018713105.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens merdigallinarum	98.56	0.847	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	79.3	11	N/A	N/A
ERR4303201bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cuniculi	GCF_004353185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cuniculi	97.94	0.787	GCF_004353185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cuniculi	97.94	0.787	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900543325.1, s__Clostridium sp900543325, 95.0, 91.49, 0.467; GCF_026168755.1, s__Clostridium sp026168755, 95.0, 92.66, 0.512; GCF_015555905.1, s__Clostridium sp015555905, 95.0, 91.8, 0.445; GCF_000577815.1, s__Clostridium saudiense, 95.0, 87.24, 0.181; GCF_934754925.1, s__Clostridium sp934754925, 95.0, 91.28, 0.469; GCF_015670405.1, s__Clostridium sp015670405, 95.0, 87.05, 0.161; GCF_015667795.1, s__Clostridium sp015667795, 95.0, 89.17, 0.334; GCF_900547475.1, s__Clostridium sp900547475, 95.0, 92.8, 0.548; GCF_910588715.1, s__Clostridium sp910588715, 95.0, 89.0, 0.271; GCF_019734195.1, s__Clostridium sp900766315, 95.0, 89.54, 0.352	68.8	11	N/A	N/A
ERR4303201bin.48	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_G;s__Ruminococcus_G sp946494335	GCA_946494335.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_G;s__Ruminococcus_G sp946494335	100.0	1.0	GCA_946494335.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_G;s__Ruminococcus_G sp946494335	100.0	1.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_G;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_050944435.1, s__Ruminococcus_G sp050944435, 95.0, 82.12, 0.18	89.64	11	N/A	N/A
ERR4303201bin.49	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp938028845	GCA_938028845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp938028845	99.3	0.872	GCA_938028845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp938028845	99.3	0.872	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019118425.1, s__Blautia_A faecavium, 95.0, 94.13, 0.331	60.36	11	N/A	N/A
ERR4303202bin.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter merdigallinarum	GCA_019117305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter merdigallinarum	98.8	0.889	GCA_019117305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter merdigallinarum	98.8	0.889	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900553885.1, s__Mediterraneibacter sp900553885, 95.0, 87.08, 0.359; GCA_019112765.1, s__Mediterraneibacter norwichensis, 95.0, 90.42, 0.46	90.72	11	N/A	N/A
ERR4303202bin.39	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CALVUN01;s__CALVUN01 sp944358875	GCA_944358875.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CALVUN01;s__CALVUN01 sp944358875	97.4	0.813	GCA_944358875.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CALVUN01;s__CALVUN01 sp944358875	97.4	0.813	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CALVUN01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944363595.1, s__CALVUN01 sp944363595, 95.0, 85.73, 0.252	57.66	11	N/A	N/A
ERR4303202bin.47	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp944386345	GCA_944386345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp944386345	99.04	0.905	GCA_944386345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp944386345	99.04	0.905	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944387385.1, s__CAG-465 sp944387385, 95.0, 84.95, 0.341; GCA_944383015.1, s__CAG-465 sp944383015, 95.0, 83.7, 0.288	74.57	11	N/A	N/A
ERR4303202bin.55	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus alactolyticus	GCF_042649785.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus alactolyticus	99.29	0.841	GCF_042649785.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus alactolyticus	99.29	0.841	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.71	11	N/A	N/A
ERR4303202bin.87	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAJFPI01;s__CAJFPI01 sp944386985	GCA_944386985.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAJFPI01;s__CAJFPI01 sp944386985	98.92	0.939	GCA_944386985.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAJFPI01;s__CAJFPI01 sp944386985	98.92	0.939	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAJFPI01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944386975.1, s__CAJFPI01 sp944386975, 95.0, 85.67, 0.233; GCA_944386955.1, s__CAJFPI01 sp944386955, 95.0, 85.61, 0.236	48.88	11	N/A	N/A
ERR4303202bin.9	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Galligastranaerophilus_A;s__Galligastranaerophilus_A gallistercoris	GCA_018710795.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Galligastranaerophilus_A;s__Galligastranaerophilus_A gallistercoris	98.73	0.954	GCA_018710795.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Galligastranaerophilus_A;s__Galligastranaerophilus_A gallistercoris	98.73	0.954	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Galligastranaerophilus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944325155.1, s__Galligastranaerophilus_A sp944325155, 95.0, 84.88, 0.373	96.91	11	N/A	N/A
ERR4303216bin.24	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	GCF_001435955.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	97.39	0.806	GCF_001435955.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	97.39	0.806	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.27	11	N/A	N/A
ERR4303216bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdiplasma;s__Merdiplasma excrementigallinarum	GCA_018713435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdiplasma;s__Merdiplasma excrementigallinarum	98.56	0.824	GCA_018713435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdiplasma;s__Merdiplasma excrementigallinarum	98.56	0.824	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.67	11	N/A	N/A
ERR4303216bin.37	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus;s__Ornithomonoglobus sp904420525	GCA_904420525.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus;s__Ornithomonoglobus sp904420525	98.97	0.779	GCA_904420525.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus;s__Ornithomonoglobus sp904420525	98.97	0.779	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	73.93	11	N/A	N/A
